Lease_ID,Property_ID,Tenant_Name,Suite,SF,Rent_PSF_Monthly,Annual_Rent,Escalation_Rate,Lease_Start,Lease_Expiration,Lease_Type
HRE-1123-P1-L4,HRE-1123-P1,"Shaw, Fox and Stewart",130,517,3.14,19480,0.03,2024-07-24,2028-06-23,NNN
HRE-1123-P1-L5,HRE-1123-P1,Frazier LLC,140,449,3.18,17133,0.025,2024-07-24,2027-10-27,NNN
HRE-1123-P1-L6,HRE-1123-P1,Reyes-Carlson,150,379,2.61,11870,0.02,2024-07-24,2027-07-29,NNN
HRE-1123-P1-L7,HRE-1123-P1,"Hawkins, Mcmahon and Pittman",160,429,3.9,20077,0.02,2024-07-24,2029-06-18,NNN
HRE-1123-P1-L8,HRE-1123-P1,Fuller-Lopez,170,428,2.89,14843,0.025,2024-07-24,2028-08-22,NNN
HRE-1123-P2-L1,HRE-1123-P2,Butler-Burch,100,1120,2.7,36288,0.0,2024-07-24,2027-03-01,NNN
HRE-1123-P2-L2,HRE-1123-P2,"Lawrence, Lee and Miller",110,1049,3.06,38519,0.0,2024-07-24,2028-05-24,NNN
HRE-1123-P2-L3,HRE-1123-P2,Mann Ltd,120,1110,2.35,31302,0.025,2024-07-24,2028-08-22,NNN
HRE-1123-P2-L4,HRE-1123-P2,Miller-Manning,130,1170,2.98,41839,0.03,2024-07-24,2029-11-15,NNN
HRE-1123-P3-L1,HRE-1123-P3,Frazier Group,100,1184,2.67,37935,0.02,2024-07-24,2028-04-24,NNN
HRE-1123-P3-L2,HRE-1123-P3,Payne-Rogers,110,1112,2.15,28689,0.02,2024-07-24,2030-02-13,NNN
HRE-1123-P3-L3,HRE-1123-P3,Craig PLC,120,948,3.58,40726,0.03,2024-07-24,2026-07-04,NNN
HRE-1123-P3-L4,HRE-1123-P3,Rivera Inc,130,1003,2.78,33460,0.03,2024-07-24,2029-04-19,NNN
HRE-1123-P3-L5,HRE-1123-P3,Peck PLC,140,1291,3.6,55771,0.025,2024-07-24,2030-08-12,NNN
HRE-1123-P3-L6,HRE-1123-P3,"Wright, Holmes and Chapman",150,1321,3.18,50409,0.025,2024-07-24,2026-12-31,NNN
HRE-1123-P3-L7,HRE-1123-P3,"Robbins, Francis and Norris",160,1003,2.73,32858,0.0,2024-07-24,2028-06-23,NNN
HRE-1123-P3-L8,HRE-1123-P3,Lewis-Alvarez,170,1373,2.64,43496,0.02,2024-07-24,2027-10-27,NNN
HRE-1123-P3-L9,HRE-1123-P3,Mcdonald-Ewing,180,1025,3.19,39237,0.0,2024-07-24,2029-11-15,NNN
HRE-1123-P4-L1,HRE-1123-P4,Hayden LLC,100,2558,3.96,121556,0.03,2024-07-24,2028-12-20,NNN
HRE-1123-P4-L2,HRE-1123-P4,"Conway, Valdez and Robinson",110,2206,3.07,81269,0.025,2024-07-24,2029-08-17,NNN
HRE-1123-P4-L3,HRE-1123-P4,Banks and Sons,120,1777,2.0,42648,0.0,2024-07-24,2029-10-16,NNN
HRE-1123-P4-L4,HRE-1123-P4,"Quinn, Reynolds and King",130,2228,3.06,81812,0.0,2024-07-24,2028-09-21,NNN
HRE-1123-P4-L5,HRE-1123-P4,"Lopez, Owens and Donovan",140,2364,2.26,64111,0.025,2024-07-24,2028-03-25,NNN
HRE-1123-P4-L6,HRE-1123-P4,Wiley-Moore,150,2525,3.62,109686,0.0,2024-07-24,2027-07-29,NNN
HRE-1123-P4-L7,HRE-1123-P4,Poole Group,160,2421,2.08,60428,0.03,2024-07-24,2028-02-24,NNN
HRE-1123-P4-L8,HRE-1123-P4,Rose-Fuentes,170,2502,3.3,99079,0.0,2024-07-24,2026-11-01,NNN
HRE-1123-P5-L1,HRE-1123-P5,Barnett-Vazquez,100,7872,2.75,259776,0.025,2024-07-24,2027-09-27,NNN
HRE-1123-P5-L2,HRE-1123-P5,Sloan LLC,110,6837,2.71,222339,0.02,2024-07-24,2026-11-01,NNN
HRE-1123-P5-L3,HRE-1123-P5,Singh Inc,120,8296,2.38,236933,0.025,2024-07-24,2026-09-02,NNN
HRE-1123-P5-L4,HRE-1123-P5,Harris-Hall,130,7347,3.81,335904,0.03,2024-07-24,2027-03-01,NNN
HRE-1123-P5-L5,HRE-1123-P5,Branch PLC,140,5936,3.34,237914,0.02,2024-07-24,2027-03-01,NNN
HRE-1124-P1-L1,HRE-1124-P1,"Taylor, Huang and Patterson",100,11836,3.78,536880,0.03,2024-07-24,2028-11-20,NNN
HRE-1124-P1-L2,HRE-1124-P1,Bennett Ltd,110,14440,3.25,563160,0.02,2024-07-24,2027-04-30,NNN
HRE-1124-P1-L3,HRE-1124-P1,Davis LLC,120,13111,2.48,390183,0.02,2024-07-24,2030-08-12,NNN
HRE-1125-P1-L1,HRE-1125-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1703015,0.02,2023-11-22,2034-09-15,Master Lease
HRE-1126-P1-L1,HRE-1126-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1834395,0.02,2023-06-23,2034-04-16,Master Lease
HRE-1127-P1-L1,HRE-1127-P1,"Walters, Vargas and Richmond",100,8768,3.91,411394,0.025,2024-07-24,2027-07-29,NNN
HRE-1127-P1-L2,HRE-1127-P1,"Owen, Key and Berger",110,9073,2.74,298320,0.0,2024-07-24,2027-01-30,NNN
HRE-1127-P1-L3,HRE-1127-P1,"Jefferson, Rodriguez and Burnett",120,9703,3.39,394718,0.02,2024-07-24,2029-03-20,NNN
HRE-1127-P1-L4,HRE-1127-P1,Miller-Bradford,130,9477,3.1,352544,0.02,2024-07-24,2028-01-25,NNN
HRE-1127-P1-L5,HRE-1127-P1,"Fields, Kennedy and Whitehead",140,8406,3.89,392392,0.03,2024-07-24,2028-07-23,NNN
HRE-1128-P1-L1,HRE-1128-P1,Beacon Capital OpCo,Entire Facility,0,0.0,911536,0.02,2023-05-05,2034-02-26,Master Lease
HRE-1129-P1-L1,HRE-1129-P1,"Sherman, Mitchell and Brown",100,3809,2.26,103300,0.03,2024-07-24,2030-07-13,NNN
HRE-1129-P1-L2,HRE-1129-P1,Dickerson-Dean,110,4941,3.29,195070,0.03,2024-07-24,2029-04-19,NNN
HRE-1129-P1-L3,HRE-1129-P1,Jones-Avila,120,4648,2.59,144459,0.0,2024-07-24,2026-09-02,NNN
HRE-1129-P1-L4,HRE-1129-P1,"Zimmerman, Wood and Cole",130,4555,2.59,141569,0.025,2024-07-24,2028-03-25,NNN
HRE-1129-P1-L5,HRE-1129-P1,"Gutierrez, Cervantes and Walker",140,3878,2.88,134023,0.0,2024-07-24,2030-06-13,NNN
HRE-1129-P1-L6,HRE-1129-P1,Kaiser-Weaver,150,4912,2.34,137928,0.02,2024-07-24,2028-10-21,NNN
HRE-1129-P1-L7,HRE-1129-P1,Lambert-Brown,160,5132,3.92,241409,0.0,2024-07-24,2028-03-25,NNN
HRE-1129-P1-L8,HRE-1129-P1,Winters Inc,170,5471,2.86,187764,0.025,2024-07-24,2029-05-19,NNN
HRE-1129-P1-L9,HRE-1129-P1,Hardin-Ellis,180,5351,3.03,194562,0.03,2024-07-24,2029-04-19,NNN
HRE-1129-P1-L10,HRE-1129-P1,"Mayer, Contreras and Jones",190,5378,2.77,178764,0.025,2024-07-24,2030-10-11,NNN
HRE-1130-P1-L1,HRE-1130-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,39637,0.02,2024-02-19,2034-12-13,Master Lease
HRE-1130-P2-L1,HRE-1130-P2,Apex Healthcare OpCo,Entire Facility,0,0.0,370519,0.02,2024-02-19,2034-12-13,Master Lease
HRE-1130-P3-L1,HRE-1130-P3,Apex Healthcare OpCo,Entire Facility,0,0.0,744743,0.02,2024-02-19,2034-12-13,Master Lease
HRE-1130-P4-L1,HRE-1130-P4,Apex Healthcare OpCo,Entire Facility,0,0.0,662831,0.02,2024-02-19,2034-12-13,Master Lease
HRE-1130-P5-L1,HRE-1130-P5,Apex Healthcare OpCo,Entire Facility,0,0.0,33984,0.02,2024-02-19,2034-12-13,Master Lease
HRE-1130-P6-L1,HRE-1130-P6,Apex Healthcare OpCo,Entire Facility,0,0.0,528540,0.02,2024-02-19,2034-12-13,Master Lease
HRE-1130-P7-L1,HRE-1130-P7,Apex Healthcare OpCo,Entire Facility,0,0.0,42328,0.02,2024-02-19,2034-12-13,Master Lease
HRE-1130-P8-L1,HRE-1130-P8,Apex Healthcare OpCo,Entire Facility,0,0.0,408696,0.02,2024-02-19,2034-12-13,Master Lease
HRE-1131-P1-L1,HRE-1131-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,607326,0.02,2024-03-12,2035-01-04,Master Lease
HRE-1132-P1-L1,HRE-1132-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1469539,0.02,2025-01-01,2035-10-26,Master Lease
HRE-1133-P1-L1,HRE-1133-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,850954,0.02,2024-10-14,2035-08-08,Master Lease
HRE-1133-P2-L1,HRE-1133-P2,Midwest Health Ops OpCo,Entire Facility,0,0.0,315846,0.02,2024-10-14,2035-08-08,Master Lease
HRE-1133-P3-L1,HRE-1133-P3,Midwest Health Ops OpCo,Entire Facility,0,0.0,961031,0.02,2024-10-14,2035-08-08,Master Lease
HRE-1133-P4-L1,HRE-1133-P4,Midwest Health Ops OpCo,Entire Facility,0,0.0,47692,0.02,2024-10-14,2035-08-08,Master Lease
HRE-1134-P1-L1,HRE-1134-P1,Hurst-Graham,100,2930,2.25,79110,0.03,2024-07-24,2026-12-31,NNN
HRE-1134-P1-L2,HRE-1134-P1,Patel-Marks,110,2992,3.12,112020,0.025,2024-07-24,2027-04-30,NNN
HRE-1134-P1-L3,HRE-1134-P1,Fowler Ltd,120,2568,3.65,112478,0.025,2024-07-24,2030-01-14,NNN
HRE-1134-P1-L4,HRE-1134-P1,"Hansen, Bryant and Rodriguez",130,2557,3.49,107087,0.03,2024-07-24,2027-03-31,NNN
HRE-1134-P1-L5,HRE-1134-P1,Gonzales-Smith,140,3323,2.98,118830,0.02,2024-07-24,2028-10-21,NNN
HRE-1134-P1-L6,HRE-1134-P1,Bell PLC,150,3048,3.9,142646,0.0,2024-07-24,2028-09-21,NNN
HRE-1134-P1-L7,HRE-1134-P1,"Robinson, Martinez and Clements",160,3258,2.97,116115,0.0,2024-07-24,2026-12-31,NNN
HRE-1134-P1-L8,HRE-1134-P1,White LLC,170,2485,3.9,116298,0.0,2024-07-24,2026-07-04,NNN
HRE-1134-P1-L9,HRE-1134-P1,"Lawson, Berry and Pugh",180,3089,3.08,114169,0.03,2024-07-24,2029-05-19,NNN
HRE-1134-P2-L1,HRE-1134-P2,"Walton, White and Jones",100,23956,3.11,894037,0.02,2024-07-24,2026-07-04,NNN
HRE-1134-P2-L2,HRE-1134-P2,Ball LLC,110,21968,3.31,872568,0.03,2024-07-24,2028-08-22,NNN
HRE-1134-P2-L3,HRE-1134-P2,"Keller, Jones and Young",120,30742,3.79,1398146,0.025,2024-07-24,2027-04-30,NNN
HRE-1134-P3-L1,HRE-1134-P3,Webster PLC,100,5597,3.11,208880,0.03,2024-07-24,2030-11-10,NNN
HRE-1134-P3-L2,HRE-1134-P3,White-Friedman,110,5869,2.27,159871,0.0,2024-07-24,2027-03-31,NNN
HRE-1134-P3-L3,HRE-1134-P3,"Gilbert, Johnson and Hammond",120,6077,2.4,175017,0.0,2024-07-24,2030-08-12,NNN
HRE-1134-P3-L4,HRE-1134-P3,Brown-Hendricks,130,6070,2.08,151507,0.025,2024-07-24,2029-06-18,NNN
HRE-1134-P3-L5,HRE-1134-P3,Hawkins PLC,140,6299,2.69,203331,0.025,2024-07-24,2030-07-13,NNN
HRE-1134-P3-L6,HRE-1134-P3,"Holmes, Washington and May",150,7439,2.82,251735,0.03,2024-07-24,2027-08-28,NNN
HRE-1134-P3-L7,HRE-1134-P3,Johnson-Hernandez,160,6940,3.93,327290,0.025,2024-07-24,2028-04-24,NNN
HRE-1134-P3-L8,HRE-1134-P3,Bradley Group,170,6759,2.29,185737,0.03,2024-07-24,2027-05-30,NNN
HRE-1134-P3-L9,HRE-1134-P3,Murray LLC,180,6774,2.06,167453,0.025,2024-07-24,2029-04-19,NNN
HRE-1134-P4-L1,HRE-1134-P4,"Castillo, Ayala and Clark",100,1233,2.04,30183,0.03,2024-07-24,2026-12-01,NNN
HRE-1134-P4-L2,HRE-1134-P4,Vasquez Ltd,110,1383,2.67,44311,0.025,2024-07-24,2028-12-20,NNN
HRE-1134-P4-L3,HRE-1134-P4,Wilson PLC,120,1509,2.92,52875,0.025,2024-07-24,2029-07-18,NNN
HRE-1134-P4-L4,HRE-1134-P4,Burton-Jackson,130,1094,2.13,27962,0.02,2024-07-24,2026-12-31,NNN
HRE-1134-P4-L5,HRE-1134-P4,"Reed, Jones and Hill",140,1393,3.55,59341,0.0,2024-07-24,2028-06-23,NNN
HRE-1134-P4-L6,HRE-1134-P4,"Alexander, Wilkins and Long",150,1262,2.02,30590,0.025,2024-07-24,2029-12-15,NNN
HRE-1134-P4-L7,HRE-1134-P4,Martinez-Wagner,160,1529,2.1,38530,0.025,2024-07-24,2029-05-19,NNN
HRE-1134-P4-L8,HRE-1134-P4,Pierce Inc,170,1203,2.34,33780,0.0,2024-07-24,2027-03-31,NNN
HRE-1135-P1-L1,HRE-1135-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,933870,0.02,2024-08-14,2035-06-08,Master Lease
HRE-1136-P1-L1,HRE-1136-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1307706,0.02,2023-09-15,2034-07-09,Master Lease
HRE-1137-P1-L1,HRE-1137-P1,"Gordon, Baldwin and Mcintyre",100,4477,3.91,210060,0.02,2024-07-24,2026-06-04,NNN
HRE-1137-P1-L2,HRE-1137-P1,Chandler-Adams,110,5337,3.72,238243,0.03,2024-07-24,2027-01-30,NNN
HRE-1137-P1-L3,HRE-1137-P1,Jones Inc,120,3767,3.37,152337,0.03,2024-07-24,2029-06-18,NNN
HRE-1137-P1-L4,HRE-1137-P1,"Jimenez, Aguirre and Fernandez",130,4542,3.99,217470,0.025,2024-07-24,2030-04-14,NNN
HRE-1137-P1-L5,HRE-1137-P1,Vance-Padilla,140,4321,3.52,182519,0.02,2024-07-24,2028-07-23,NNN
HRE-1137-P1-L6,HRE-1137-P1,"Mahoney, Olsen and Porter",150,5268,2.21,139707,0.025,2024-07-24,2026-10-02,NNN
HRE-1137-P1-L7,HRE-1137-P1,"Roberts, Gonzalez and Roberson",160,4250,3.47,176970,0.0,2024-07-24,2028-06-23,NNN
HRE-1137-P1-L8,HRE-1137-P1,"Butler, Clarke and Brooks",170,4667,2.22,124328,0.0,2024-07-24,2027-12-26,NNN
HRE-1137-P1-L9,HRE-1137-P1,Dunn-Guzman,180,5543,2.45,162964,0.0,2024-07-24,2028-06-23,NNN
HRE-1137-P1-L10,HRE-1137-P1,"Wilson, Compton and Cunningham",190,4268,2.7,138283,0.025,2024-07-24,2030-09-11,NNN
HRE-1137-P2-L1,HRE-1137-P2,Short Inc,100,634,3.4,25867,0.03,2024-07-24,2027-10-27,NNN
HRE-1137-P2-L2,HRE-1137-P2,"Farrell, Morales and Norman",110,733,2.9,25508,0.0,2024-07-24,2028-12-20,NNN
HRE-1137-P2-L3,HRE-1137-P2,Pope PLC,120,865,3.27,33942,0.02,2024-07-24,2027-07-29,NNN
HRE-1137-P2-L4,HRE-1137-P2,Bush LLC,130,867,3.09,32148,0.025,2024-07-24,2026-08-03,NNN
HRE-1137-P2-L5,HRE-1137-P2,"Jacobs, Thornton and Bowman",140,599,3.26,23432,0.02,2024-07-24,2029-08-17,NNN
HRE-1137-P2-L6,HRE-1137-P2,"Miles, Terry and Phelps",150,693,3.58,29771,0.02,2024-07-24,2028-12-20,NNN
HRE-1137-P2-L7,HRE-1137-P2,Peck Group,160,800,2.59,24864,0.025,2024-07-24,2026-07-04,NNN
HRE-1137-P3-L1,HRE-1137-P3,Johnson-Pierce,100,278,2.96,9874,0.03,2024-07-24,2030-02-13,NNN
HRE-1137-P3-L2,HRE-1137-P3,"Best, Fletcher and Lee",110,214,3.12,8012,0.0,2024-07-24,2030-10-11,NNN
HRE-1137-P3-L3,HRE-1137-P3,Delacruz-Hernandez,120,312,3.52,13178,0.02,2024-07-24,2030-07-13,NNN
HRE-1137-P3-L4,HRE-1137-P3,Mcguire-Kennedy,130,300,3.72,13392,0.03,2024-07-24,2028-03-25,NNN
HRE-1137-P3-L5,HRE-1137-P3,"Farmer, Lynch and Matthews",140,300,2.14,7704,0.0,2024-07-24,2026-12-31,NNN
HRE-1137-P3-L6,HRE-1137-P3,Marshall PLC,150,303,3.93,14289,0.0,2024-07-24,2030-01-14,NNN
HRE-1137-P3-L7,HRE-1137-P3,Rios-Wolf,160,314,3.37,12698,0.02,2024-07-24,2027-06-29,NNN
HRE-1137-P3-L8,HRE-1137-P3,Brown-Allen,170,232,3.83,10662,0.03,2024-07-24,2029-07-18,NNN
HRE-1137-P3-L9,HRE-1137-P3,Wilkinson Ltd,180,296,3.42,12147,0.03,2024-07-24,2028-05-24,NNN
HRE-1137-P4-L1,HRE-1137-P4,Benjamin Ltd,100,1011,2.1,25477,0.0,2024-07-24,2030-04-14,NNN
HRE-1137-P4-L2,HRE-1137-P4,Johnson LLC,110,1180,2.47,34975,0.025,2024-07-24,2028-05-24,NNN
HRE-1137-P4-L3,HRE-1137-P4,Adams-Davis,120,1334,2.26,36178,0.025,2024-07-24,2029-06-18,NNN
HRE-1137-P5-L1,HRE-1137-P5,Owens and Sons,100,2217,2.73,72628,0.03,2024-07-24,2029-07-18,NNN
HRE-1137-P5-L2,HRE-1137-P5,"Fox, Carr and Evans",110,2498,3.9,116906,0.025,2024-07-24,2027-07-29,NNN
HRE-1137-P5-L3,HRE-1137-P5,Villegas-Martinez,120,2456,2.66,78395,0.02,2024-07-24,2027-05-30,NNN
HRE-1137-P5-L4,HRE-1137-P5,"Hamilton, Williams and Hall",130,2091,2.13,53445,0.0,2024-07-24,2027-09-27,NNN
HRE-1137-P6-L1,HRE-1137-P6,Brady-Serrano,100,3086,3.5,129612,0.025,2024-07-24,2026-08-03,NNN
HRE-1137-P6-L2,HRE-1137-P6,Alexander-Perkins,110,2943,3.47,122546,0.03,2024-07-24,2027-11-26,NNN
HRE-1137-P6-L3,HRE-1137-P6,Ingram-Hall,120,3119,2.22,83090,0.02,2024-07-24,2029-06-18,NNN
HRE-1137-P7-L1,HRE-1137-P7,"Taylor, Murphy and Maddox",100,1265,2.97,45084,0.03,2024-07-24,2028-06-23,NNN
HRE-1137-P7-L2,HRE-1137-P7,"Harrington, Lindsey and Davis",110,1120,2.07,27820,0.0,2024-07-24,2027-08-28,NNN
HRE-1137-P7-L3,HRE-1137-P7,Warren-Potts,120,1204,2.76,39876,0.025,2024-07-24,2030-07-13,NNN
HRE-1137-P7-L4,HRE-1137-P7,"Spencer, Garrison and Clark",130,1077,3.18,41098,0.02,2024-07-24,2028-07-23,NNN
HRE-1137-P7-L5,HRE-1137-P7,King-Arroyo,140,1048,3.06,38482,0.02,2024-07-24,2029-01-19,NNN
HRE-1137-P7-L6,HRE-1137-P7,"Young, Hansen and Brennan",150,1034,3.91,48515,0.03,2024-07-24,2030-02-13,NNN
HRE-1137-P7-L7,HRE-1137-P7,Hobbs and Sons,160,1488,3.08,54996,0.03,2024-07-24,2027-12-26,NNN
HRE-1137-P7-L8,HRE-1137-P7,Griffin PLC,170,1168,3.14,44010,0.0,2024-07-24,2029-04-19,NNN
HRE-1137-P7-L9,HRE-1137-P7,Marquez-Brown,180,1022,2.67,32744,0.0,2024-07-24,2027-09-27,NNN
HRE-1137-P7-L10,HRE-1137-P7,"Bullock, Morgan and Swanson",190,1176,2.32,32739,0.03,2024-07-24,2027-08-28,NNN
HRE-1137-P8-L1,HRE-1137-P8,"Liu, Ponce and Copeland",100,1525,3.51,64233,0.025,2024-07-24,2026-08-03,NNN
HRE-1137-P8-L2,HRE-1137-P8,Benson-Todd,110,1614,2.5,48420,0.025,2024-07-24,2030-05-14,NNN
HRE-1137-P8-L3,HRE-1137-P8,Wiley LLC,120,1203,2.27,32769,0.0,2024-07-24,2029-10-16,NNN
HRE-1137-P8-L4,HRE-1137-P8,"Pacheco, Wright and Newton",130,1106,3.73,49504,0.0,2024-07-24,2029-07-18,NNN
HRE-1137-P8-L5,HRE-1137-P8,Stephens-Harper,140,1291,2.25,34857,0.025,2024-07-24,2026-08-03,NNN
HRE-1137-P8-L6,HRE-1137-P8,Gomez-Combs,150,1310,2.46,38671,0.0,2024-07-24,2028-05-24,NNN
HRE-1138-P1-L1,HRE-1138-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1113410,0.02,2023-12-29,2034-10-22,Master Lease
HRE-1139-P1-L1,HRE-1139-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,385091,0.02,2024-01-23,2034-11-16,Master Lease
HRE-1140-P1-L1,HRE-1140-P1,Beltran Inc,100,3770,2.73,123505,0.0,2024-07-24,2030-07-13,NNN
HRE-1140-P1-L2,HRE-1140-P1,Dougherty Group,110,5341,2.71,173689,0.025,2024-07-24,2028-03-25,NNN
HRE-1140-P1-L3,HRE-1140-P1,Goodman Inc,120,4509,2.66,143927,0.0,2024-07-24,2027-06-29,NNN
HRE-1140-P1-L4,HRE-1140-P1,Crawford-Carey,130,4480,2.52,135475,0.03,2024-07-24,2027-10-27,NNN
HRE-1140-P1-L5,HRE-1140-P1,"Bradley, Fowler and Gonzalez",140,4934,3.14,185913,0.025,2024-07-24,2027-08-28,NNN
HRE-1140-P1-L6,HRE-1140-P1,Dean-Bowen,150,5386,2.19,141544,0.02,2024-07-24,2029-12-15,NNN
HRE-1140-P1-L7,HRE-1140-P1,Bush Inc,160,4999,2.42,145170,0.03,2024-07-24,2029-06-18,NNN
HRE-1141-P1-L1,HRE-1141-P1,Dixon Group,100,7195,2.3,198582,0.02,2024-07-24,2026-07-04,NNN
HRE-1141-P1-L2,HRE-1141-P1,Bates-Lewis,110,6086,2.58,188422,0.0,2024-07-24,2026-11-01,NNN
HRE-1141-P1-L3,HRE-1141-P1,Johnson Group,120,6762,2.61,211785,0.025,2024-07-24,2030-10-11,NNN
HRE-1141-P1-L4,HRE-1141-P1,Smith PLC,130,8964,3.67,394774,0.025,2024-07-24,2029-05-19,NNN
HRE-1142-P1-L1,HRE-1142-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,421570,0.02,2024-10-25,2035-08-19,Master Lease
HRE-1142-P2-L1,HRE-1142-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,334078,0.02,2024-10-25,2035-08-19,Master Lease
HRE-1142-P3-L1,HRE-1142-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,111972,0.02,2024-10-25,2035-08-19,Master Lease
HRE-1142-P4-L1,HRE-1142-P4,Silver Care Partners OpCo,Entire Facility,0,0.0,529485,0.02,2024-10-25,2035-08-19,Master Lease
HRE-1143-P1-L1,HRE-1143-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1116538,0.02,2024-07-25,2035-05-19,Master Lease
HRE-1144-P1-L1,HRE-1144-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,729545,0.02,2023-03-23,2034-01-14,Master Lease
HRE-1144-P2-L1,HRE-1144-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,218381,0.02,2023-03-23,2034-01-14,Master Lease
HRE-1144-P3-L1,HRE-1144-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,11302,0.02,2023-03-23,2034-01-14,Master Lease
HRE-1144-P4-L1,HRE-1144-P4,Silver Care Partners OpCo,Entire Facility,0,0.0,377957,0.02,2023-03-23,2034-01-14,Master Lease
HRE-1144-P5-L1,HRE-1144-P5,Silver Care Partners OpCo,Entire Facility,0,0.0,205435,0.02,2023-03-23,2034-01-14,Master Lease
HRE-1144-P6-L1,HRE-1144-P6,Silver Care Partners OpCo,Entire Facility,0,0.0,47691,0.02,2023-03-23,2034-01-14,Master Lease
HRE-1144-P7-L1,HRE-1144-P7,Silver Care Partners OpCo,Entire Facility,0,0.0,30233,0.02,2023-03-23,2034-01-14,Master Lease
HRE-1144-P8-L1,HRE-1144-P8,Silver Care Partners OpCo,Entire Facility,0,0.0,349219,0.02,2023-03-23,2034-01-14,Master Lease
HRE-1145-P1-L1,HRE-1145-P1,"Johnson, Harper and Short",100,7170,3.72,320068,0.03,2024-07-24,2028-08-22,NNN
HRE-1145-P1-L2,HRE-1145-P1,Charles LLC,110,8601,3.53,364338,0.0,2024-07-24,2027-09-27,NNN
HRE-1145-P1-L3,HRE-1145-P1,"Hoover, Campbell and Henry",120,7378,3.91,346175,0.0,2024-07-24,2029-01-19,NNN
HRE-1145-P1-L4,HRE-1145-P1,"Brown, Myers and Herrera",130,8062,3.24,313450,0.03,2024-07-24,2029-10-16,NNN
HRE-1145-P1-L5,HRE-1145-P1,Meyer Group,140,6511,3.97,310184,0.025,2024-07-24,2029-09-16,NNN
HRE-1145-P1-L6,HRE-1145-P1,Wong Group,150,7050,3.19,269874,0.02,2024-07-24,2029-04-19,NNN
HRE-1146-P1-L1,HRE-1146-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1208003,0.02,2025-01-14,2035-11-08,Master Lease
HRE-1147-P1-L1,HRE-1147-P1,"Gregory, Baker and Perry",100,3788,3.15,143186,0.0,2024-07-24,2029-03-20,NNN
HRE-1147-P1-L2,HRE-1147-P1,Perez-Gonzalez,110,3333,2.85,113988,0.0,2024-07-24,2030-03-15,NNN
HRE-1147-P1-L3,HRE-1147-P1,Butler Group,120,3824,2.43,111507,0.03,2024-07-24,2028-11-20,NNN
HRE-1147-P1-L4,HRE-1147-P1,Atkins-Martin,130,4645,3.75,209025,0.03,2024-07-24,2026-10-02,NNN
HRE-1147-P1-L5,HRE-1147-P1,Greene and Sons,140,4527,2.41,130920,0.0,2024-07-24,2026-11-01,NNN
HRE-1147-P1-L6,HRE-1147-P1,Hall Group,150,4087,2.34,114762,0.03,2024-07-24,2029-07-18,NNN
HRE-1147-P1-L7,HRE-1147-P1,Scott-Steele,160,3942,3.81,180228,0.02,2024-07-24,2030-04-14,NNN
HRE-1147-P1-L8,HRE-1147-P1,Sanders-Ramirez,170,4240,3.92,199449,0.0,2024-07-24,2030-06-13,NNN
HRE-1147-P1-L9,HRE-1147-P1,Choi Group,180,3283,3.93,154826,0.025,2024-07-24,2028-01-25,NNN
HRE-1148-P1-L1,HRE-1148-P1,Espinoza LLC,100,4396,2.47,130297,0.03,2024-07-24,2029-03-20,NNN
HRE-1148-P1-L2,HRE-1148-P1,Russell-Andersen,110,4703,2.54,143347,0.0,2024-07-24,2029-10-16,NNN
HRE-1148-P1-L3,HRE-1148-P1,Richards and Sons,120,5209,3.28,205026,0.03,2024-07-24,2029-04-19,NNN
HRE-1148-P1-L4,HRE-1148-P1,Smith PLC,130,4494,2.76,148841,0.03,2024-07-24,2027-10-27,NNN
HRE-1148-P1-L5,HRE-1148-P1,"Douglas, Rogers and Avila",140,5223,3.1,194295,0.02,2024-07-24,2030-05-14,NNN
HRE-1148-P1-L6,HRE-1148-P1,"Duncan, Stephens and Gibson",150,5620,2.89,194901,0.02,2024-07-24,2029-03-20,NNN
HRE-1149-P1-L1,HRE-1149-P1,"Hull, Branch and Bernard",100,5606,2.01,135216,0.0,2024-07-24,2028-03-25,NNN
HRE-1149-P1-L2,HRE-1149-P1,Alexander-Wright,110,5357,2.43,156210,0.025,2024-07-24,2029-01-19,NNN
HRE-1149-P1-L3,HRE-1149-P1,"Davis, Clark and Allen",120,5054,3.16,191647,0.0,2024-07-24,2028-10-21,NNN
HRE-1149-P1-L4,HRE-1149-P1,King Ltd,130,3931,2.1,99061,0.03,2024-07-24,2029-03-20,NNN
